id,title,image_link
16076,سفرة خوص السعف الاحسائية,https://e-majaz.com/wp-content/uploads/2021/03/IMG_0246.jpg
16079,حافظة خبز,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0254-rotated.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0249-rotated.jpg"
16082,سلة شاي وقهوة بخوص النخيل,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0237.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0245-rotated.jpg"
16084,سلة من الصوف مغلفة بالبشت,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0289-rotated.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0287-rotated.jpg"
16086,سلة خوص مغلفة ومزينة بالبشت,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0279-rotated.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0281-rotated.jpg"
16088,سلة بخوص النخيل,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0258-rotated.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0262.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0263.jpg"
16663,زيت التمر للرموش,"https://e-majaz.com/wp-content/uploads/2021/03/8.jpg, https://e-majaz.com/wp-content/uploads/2021/03/8.jpg, https://e-majaz.com/wp-content/uploads/2021/03/9.jpg"
16689,زيت التمر للوجه,"https://e-majaz.com/wp-content/uploads/2021/03/5-1.jpg, https://e-majaz.com/wp-content/uploads/2021/03/5-1.jpg"
16691,زيت التمر للجسم,"https://e-majaz.com/wp-content/uploads/2021/03/4.jpg, https://e-majaz.com/wp-content/uploads/2021/03/11.jpg, https://e-majaz.com/wp-content/uploads/2021/03/4.jpg"
16703,كمادة نواة التمر (حجم كبير),"https://e-majaz.com/wp-content/uploads/2021/03/7-3.jpg, https://e-majaz.com/wp-content/uploads/2021/03/7-3.jpg, https://e-majaz.com/wp-content/uploads/2021/03/10-e1616429014790.jpg, https://e-majaz.com/wp-content/uploads/2021/03/13.jpg"
16705,كمادة نواة التمر (حجم صغير),"https://e-majaz.com/wp-content/uploads/2021/03/6-2.jpg, https://e-majaz.com/wp-content/uploads/2021/03/10-1-e1616429140582.jpg, https://e-majaz.com/wp-content/uploads/2021/03/6-2.jpg, https://e-majaz.com/wp-content/uploads/2021/03/13.jpg"
16713,زيت تمر للشعر,"https://e-majaz.com/wp-content/uploads/2021/03/11.jpg, https://e-majaz.com/wp-content/uploads/2021/03/4.jpg"
16738,مبخر مع نقش الاسم بالليزر,https://e-majaz.com/wp-content/uploads/2021/03/693726cc-a6b7-4cae-8a83-51e3fcb1fcfd.jpg
16742,مبخرة الحرف من خشب الزان و الماهقوني,https://e-majaz.com/wp-content/uploads/2021/03/fe2295a8-c2eb-49c0-b5c1-afa42672566f.jpg
16744,مبخر من الصنوبر والزان الطبيعي,https://e-majaz.com/wp-content/uploads/2021/03/5d521ba9-999c-417e-9cc1-95997aa93b63.jpg
17265,تمر خلاص فاخر محشي لوز - ٣ كيلو,https://e-majaz.com/wp-content/uploads/2021/03/IMG_0379.jpg
17269,تمر خلاص فاخر محشي فستق,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0381.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0382.jpg"
17271,معمول تمر,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0410.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0394.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0410.jpg"
17273,زبيري زري بشت مطور,"https://e-majaz.com/wp-content/uploads/2021/03/زبيري-مطور.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0329.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0322.jpg"
17275,قرص عمر,https://e-majaz.com/wp-content/uploads/2021/03/IMG_0467.jpg
17432,سبحة كهرمان عطش روسي,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.41-PM.jpeg
17460,سبحة كهرمان كلنغرادي,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.42-PM.jpeg
17462,سبحة كهرمان مائي بشوائب طحالب,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.42-PM-1.jpeg
17464,سبحة كهرمان قصة ذوريه بداية تشجير,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.43-PM.jpeg
17466,سبحة كهرمان ذروي ماكنتوش,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.43-PM-1.jpeg
17469,سبحة كهرمان ذروي ماكنتوش طبيعي غير مالج,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.43-PM-2.jpeg
17471,سبحة ألماني ضغط قصة كرستاله,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-29-at-4.46.41-PM-1.jpeg
17570,بهار الأرز الحساوي,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-31-at-12.52.38-PM.jpeg
17578,جريش فاخر,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-31-at-12.52.37-PM.jpeg
17580,هريس نجفي,https://e-majaz.com/wp-content/uploads/2021/03/WhatsApp-Image-2021-03-31-at-12.52.37-PM-1.jpeg
17582,سكر التمر,https://e-majaz.com/wp-content/uploads/2020/10/IMG_0342.jpg
17612,البهارات الحساوية,https://e-majaz.com/wp-content/uploads/2021/04/باقة-رمضان١.jpg
17655,باقة شهد سويت,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0543.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0410.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0448.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0458.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0470.jpg"
17657,ملتوت,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0438.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0448.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0440.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0436.jpg"
17659,باي التمر,"https://e-majaz.com/wp-content/uploads/2021/03/IMG_0458.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0460-rotated.jpg, https://e-majaz.com/wp-content/uploads/2021/03/IMG_0455.jpg"
17709,زبيري زري بشت مطور - 38,
17710,زبيري زري بشت مطور - 39,
17711,زبيري زري بشت مطور - 40,
17712,زبيري زري بشت مطور - 41,
17713,زبيري زري بشت مطور - 42,
17714,زبيري زري بشت مطور - 43,
17715,زبيري زري بشت مطور - 44,
17748,السفرة الحساوية (1),"https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-2.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-3.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-4.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-6.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-7.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-8.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-9.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-10.jpg, https://e-majaz.com/wp-content/uploads/2021/04/Suq-Majaz-سوق-مجاز-11.jpg"
17776,السفرة الحساوية (2),"https://e-majaz.com/wp-content/uploads/2021/04/PHOTO-2021-04-06-20-34-24.jpg, https://e-majaz.com/wp-content/uploads/2021/04/PHOTO-2021-04-06-20-34-23.jpg, https://e-majaz.com/wp-content/uploads/2021/04/PHOTO-2021-04-06-20-34-24-2.jpg, https://e-majaz.com/wp-content/uploads/2021/04/PHOTO-2021-04-06-20-34-25-2.jpg, https://e-majaz.com/wp-content/uploads/2021/04/PHOTO-2021-04-06-20-34-25.jpg, https://e-majaz.com/wp-content/uploads/2021/04/SuqMajaz6-2.jpg, https://e-majaz.com/wp-content/uploads/2021/04/SuqMajaz6-2-2.jpg"
17933,ماء لقاح نخيل الأحساء,https://e-majaz.com/wp-content/uploads/2021/04/QzZDIzb2RJ8SjdVeHnfXiLdisECCMYmSTCxCGPk4.jpg
17979,سبحة مستكة,https://e-majaz.com/wp-content/uploads/2021/04/سبحة-مستكة.jpg
17982,سبحة عقيق مع طربوش,https://e-majaz.com/wp-content/uploads/2021/04/سبحة-عقيق.jpg
18002,كراكيش سبحة تحاكي البشت الحساوي,"https://e-majaz.com/wp-content/uploads/2021/04/كركوش.jpg, https://e-majaz.com/wp-content/uploads/2021/04/كراكيش-ذهب.jpg, https://e-majaz.com/wp-content/uploads/2021/04/كراكيش٣.jpg, https://e-majaz.com/wp-content/uploads/2021/04/كركوش-ابيض.jpg"
18045,تمر خلاص محشي لوز,https://e-majaz.com/wp-content/uploads/2021/04/WhatsApp-Image-2021-04-19-at-1.11.01-AM.jpeg
18049,تمر خلاص محشي كاجو,https://e-majaz.com/wp-content/uploads/2021/04/Screen-Shot-2021-04-19-at-2.12.59-AM.png
18055,فستان شعبي,"https://e-majaz.com/wp-content/uploads/2021/04/فستان-شعبي.jpg, https://e-majaz.com/wp-content/uploads/2021/04/فستان-احمر.jpg"
18071,زبيري شرقي,"https://e-majaz.com/wp-content/uploads/2021/04/زبيري-شرقيمنتج.jpg, https://e-majaz.com/wp-content/uploads/2021/04/زبيري-شرقي.jpg, https://e-majaz.com/wp-content/uploads/2021/04/زبيري-شرقي١.jpg"
18111,"فستان شعبي - أحمر, ٧",
18112,"فستان شعبي - أحمر, ٨",
18113,"فستان شعبي - أحمر, ٩",
18114,"فستان شعبي - أحمر, ١٠",
18115,"فستان شعبي - أحمر, ١١",
18116,"فستان شعبي - أحمر, ١٢",
18117,"فستان شعبي - أحمر, ١٣",
18118,"فستان شعبي - أحمر, ١٤",
18119,"فستان شعبي - أخضر, ٧",
18120,"فستان شعبي - أخضر, ٨",
18121,"فستان شعبي - أخضر, ٩",
18122,"فستان شعبي - أخضر, ١٠",
18123,"فستان شعبي - أخضر, ١١",
18124,"فستان شعبي - أخضر, ١٢",
18125,"فستان شعبي - أخضر, ١٣",
18126,"فستان شعبي - أخضر, ١٤",
18145,زبيري شرقي - 40,
18146,زبيري شرقي - 41,
18147,زبيري شرقي - 42,
18148,زبيري شرقي - 43,
18149,زبيري شرقي - 44,
18150,زبيري شرقي - 45,
18240,عرض التمر,https://e-majaz.com/wp-content/uploads/2021/04/SuqMajaz-1.png
18359,زبيري حساوي يدوي زري ألماني,"https://e-majaz.com/wp-content/uploads/2021/03/زبيري-زري-فضةمنتج.jpg, https://e-majaz.com/wp-content/uploads/2021/04/زبيري-زري-يدوي-خيوط-فضة-مطلية-بماء-الذهب.jpg"
18366,بشت أشقر - 27,
18367,بشت أشقر - 28,
18368,بشت أشقر - 29,
18369,بشت أشقر - 30,
18370,بشت أشقر - 31,
18371,بشت أشقر - 32,
18412,بخور جواثا,https://e-majaz.com/wp-content/uploads/2021/04/بخور-جواثا.jpeg
18421,بخور العقير,https://e-majaz.com/wp-content/uploads/2021/04/العقير.jpeg
18425,بخور جبل الشعبة,https://e-majaz.com/wp-content/uploads/2021/04/الشعبة.jpeg
18429,بخور دروازة الكوت,https://e-majaz.com/wp-content/uploads/2021/04/vnmhb.jpeg
18433,بخور فريج الشمالي,https://e-majaz.com/wp-content/uploads/2021/04/فريج.jpeg
18440,بخور سناب الاحساء,https://e-majaz.com/wp-content/uploads/2021/04/سناب.jpeg
18444,بخور فريج النعاثل,https://e-majaz.com/wp-content/uploads/2021/04/النعاثل.jpeg
18489,بخور سوق القيصرية,https://e-majaz.com/wp-content/uploads/2021/04/القيصرية.jpeg
18493,بخور الجوهره,https://e-majaz.com/wp-content/uploads/2021/04/الجوهرة.jpeg
18497,بخور عيون الاحساء,https://e-majaz.com/wp-content/uploads/2021/04/عيوت.jpeg
18502,بخور جبل القارة,https://e-majaz.com/wp-content/uploads/2021/04/القارة.jpeg
18506,بخور ريانه,https://e-majaz.com/wp-content/uploads/2021/04/ريانه.jpeg
18510,بخور عبق الاحساء,https://e-majaz.com/wp-content/uploads/2021/04/عبق.jpeg
18540,طماطم عضوي 1K,
18542,طماطم عضوي وسط 2K,
18544,خيار صغير عضوي 1K,
18546,خياط عضوي وسط 2K,
18548,كوسا عضوية صغير 1K,
18551,كوسا عضوية وسط 2K,
18553,فلفل أحضر عضوي 750جرام,
18555,فلفل الوان عضوي 1K,
18560,فلفل حار عضوي 500جرام,
18562,باميا حساوية عضوية 500جرام,
18564,طماطم شيري عضوي 250جرام,
18566,بطاطس عضوي1K,
18568,بطاطس عضوي 2K,
18570,بصل عضوي 1K,
18572,بصل أخضر عضوي 250جرام,
18574,ثوم عضوي 250جرام,
18576,باذنجان عضوي 750 جرام,
18578,مكدوس عضوي 750جرام,
18580,فاصوليا عضوية 400جرام,
18582,قرع أخضر عضوي,
18584,قرع امريكي عضوي,
18586,ملفوف عضوي,
18588,زهرة عضوية,
18590,بروكلي عضوية,
18592,جزر عضوي 800جرام,
18594,خس روماني عضوي,
18596,خس امريكي عضوي,
18692,زبيري حساوي مطور زري بشت,"https://e-majaz.com/wp-content/uploads/2021/05/IMG_1025.jpg, https://e-majaz.com/wp-content/uploads/2021/05/IMG_1025.jpg"
18704,زبيري حساوي مطور زري بشت رفيع,https://e-majaz.com/wp-content/uploads/2021/05/IMG_1029.jpg
18752,كوب خشب,https://e-majaz.com/wp-content/uploads/2021/05/IMG_0948-1.jpg
18756,كوب خشبي,"https://e-majaz.com/wp-content/uploads/2021/05/IMG_0955.jpg, https://e-majaz.com/wp-content/uploads/2021/05/IMG_0956.jpg"
18760,ملعقة خشب,https://e-majaz.com/wp-content/uploads/2021/05/IMG_0960.jpg
18762,ملعقة خشبية,"https://e-majaz.com/wp-content/uploads/2021/05/IMG_1005.jpg, https://e-majaz.com/wp-content/uploads/2021/05/IMG_1007.jpg"
18766,ملعقة خشبية أفريقية,"https://e-majaz.com/wp-content/uploads/2021/05/IMG_1009.jpg, https://e-majaz.com/wp-content/uploads/2021/05/IMG_1010.jpg"
18770,لوحة نخيل الاحساء,https://e-majaz.com/wp-content/uploads/2021/05/bid3.jpg
18796,لوحة عود,https://e-majaz.com/wp-content/uploads/2021/05/bid4.jpg
18798,12,https://e-majaz.com/wp-content/uploads/2021/05/bid1.jpg
18800,لوحة رسمة بنت,"https://e-majaz.com/wp-content/uploads/2021/05/bid2.1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/bid2.jpg"
18808,طار مع رسمه,https://e-majaz.com/wp-content/uploads/2021/05/7.jpg
18810,طار مع رسمه,https://e-majaz.com/wp-content/uploads/2021/05/4.jpg
18812,طار مع رسمة,https://e-majaz.com/wp-content/uploads/2021/05/5.jpg
18814,طار مع رسمه,https://e-majaz.com/wp-content/uploads/2021/05/6.jpg
18816,طار مع رسمه,https://e-majaz.com/wp-content/uploads/2021/05/3.jpg
18818,طار مع رسمه,https://e-majaz.com/wp-content/uploads/2021/05/2.jpg
18820,طار بزخارف رمضانية,"https://e-majaz.com/wp-content/uploads/2021/05/1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-05-at-7.29.36-PM.jpeg"
18822,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/11.jpg, https://e-majaz.com/wp-content/uploads/2021/05/11.1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/11.jpg"
18874,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/12.jpg, https://e-majaz.com/wp-content/uploads/2021/05/12.jpg, https://e-majaz.com/wp-content/uploads/2021/05/12.1.jpg"
18876,شنطة سدو,"https://e-majaz.com/wp-content/uploads/2021/05/5-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/5-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/52.jpg, https://e-majaz.com/wp-content/uploads/2021/05/5.1.jpg"
18878,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/6-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/6-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/6-1-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/6.1.jpg"
18880,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/4-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/4-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/4.2.jpg"
18882,سلة خوص للشاي والقهوة,https://e-majaz.com/wp-content/uploads/2021/05/1-1.jpg
18884,سلة خوص,https://e-majaz.com/wp-content/uploads/2021/05/2-1.jpg
18886,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/10.jpg, https://e-majaz.com/wp-content/uploads/2021/05/10.jpg, https://e-majaz.com/wp-content/uploads/2021/05/10.3.jpg, https://e-majaz.com/wp-content/uploads/2021/05/10.2.jpg"
18888,شنطة بشت,https://e-majaz.com/wp-content/uploads/2021/05/9.jpg
18890,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/7-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/7-1.jpg, https://e-majaz.com/wp-content/uploads/2021/05/7.1.jpg"
18892,شنطة جوال,https://e-majaz.com/wp-content/uploads/2021/05/14.jpg
18902,شنطة نسائية,https://e-majaz.com/wp-content/uploads/2021/05/3-1.jpg
18904,شنطة بشت,https://e-majaz.com/wp-content/uploads/2021/05/13.jpg
18907,شنطة بشت,"https://e-majaz.com/wp-content/uploads/2021/05/8.jpg, https://e-majaz.com/wp-content/uploads/2021/05/8.jpg, https://e-majaz.com/wp-content/uploads/2021/05/13.3.jpg"
18968,بامية حساوية,https://e-majaz.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-05-08-at-5.47.50-PM.jpeg
19008,طقم فناجين,"https://e-majaz.com/wp-content/uploads/2021/05/1-2.jpg, https://e-majaz.com/wp-content/uploads/2021/05/1-2.jpg, https://e-majaz.com/wp-content/uploads/2021/05/IMG_0923.jpg"
19016,شنطة سدو,https://e-majaz.com/wp-content/uploads/2021/05/6-2.jpg
19018,67,https://e-majaz.com/wp-content/uploads/2021/05/IMG_4354.jpeg
19028,68,https://e-majaz.com/wp-content/uploads/2021/05/IMG_4350.jpeg
19030,69,https://e-majaz.com/wp-content/uploads/2021/05/IMG_4349.jpeg
19032,70,https://e-majaz.com/wp-content/uploads/2021/05/IMG_4356.jpeg
19035,غلاف كتاب,https://e-majaz.com/wp-content/uploads/2021/05/4-2.jpg
19039,شنطة لاب توب,https://e-majaz.com/wp-content/uploads/2021/05/3-3.jpg
19046,خدّاديّة,https://e-majaz.com/wp-content/uploads/2021/05/5-2.jpg
19048,شنطة جوال,"https://e-majaz.com/wp-content/uploads/2021/05/16.jpg, https://e-majaz.com/wp-content/uploads/2021/05/16.jpg, https://e-majaz.com/wp-content/uploads/2021/05/16.2.jpg, https://e-majaz.com/wp-content/uploads/2021/05/16.1.jpg"
19056,شنطة,"https://e-majaz.com/wp-content/uploads/2021/05/17.jpg, https://e-majaz.com/wp-content/uploads/2021/05/17.2.jpg"
